name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood,uri,duration_ms
Like The Way I Do,Greatest Hits - The Road Less Traveled,Melissa Etheridge,38TXeCvUUqf3PeoPvnERV6,2005,0.0,324760.0,0.591,0.0213,0.931,0.0,0.122,0.6729999999999999,-4.84,0.0557,101.551,2.0,4.0,happy,,
Limitless,Limitless,Lucas Delphy,5QGNwI8U3o9mQg7RR3yOPj,2019-10-31,54.0,165685.0,0.238,0.404,0.191,0.888,0.107,0.0365,-20.242,0.0351,140.282,7.0,4.0,calm,,
Linger,Linger,No Vacation,7zWQ9qz0vAK75QBTGLZ0Wb,2019-04-01,40.0,262375.0,0.54,0.0122,0.574,0.000658,0.226,0.225,-7.006,0.0232,94.975,7.0,4.0,sad,,
Listen to the Music,Toulouse Street,The Doobie Brothers,7Ar4G7Ci11gpt6sfH9Cgz5,1972,77.0,227266.0,0.645,0.221,0.598,3.53e-06,0.0721,0.913,-13.18,0.0335,105.929,1.0,4.0,happy,,
Litost,Litost,Minxz,0bMcjygjhkTVB8T4r3xCde,2019-04-26,22.0,152456.0,0.383,0.988,0.101,0.919,0.102,0.242,-18.306,0.0427,119.709,0.0,3.0,calm,,
Little Lion Man,Sigh No More (Benelux Edition),Mumford & Sons,1QTixxvaGxwe6GF8PBwAve,2012-11-16,46.0,247000.0,0.515,0.0244,0.496,7.24e-06,0.0895,0.442,-8.017999999999999,0.0275,138.61,5.0,4.0,happy,,
Little Talks,My Head Is An Animal,Of Monsters and Men,2ihCaVdNZmnHZWt0fvAM7B,2012-01-01,78.0,266600.0,0.457,0.0206,0.757,0.0,0.146,0.417,-5.1770000000000005,0.032,102.961,1.0,4.0,happy,,
Living,Reflection of Youth,EERA,4ytv5Yzyal3LzKyMjRXjse,2017-11-03,31.0,279826.0,0.46,0.14,0.59,0.591,0.112,0.212,-9.375,0.0327,118.008,6.0,4.0,sad,,
"Lola - Live at Providence Civic Center, Providence, RI - September 1979",One for the Road (Live),The Kinks,3JbE6e17yvNdPggjPDrCyO,1980-06-04,53.0,287333.0,0.488,0.153,0.777,0.0312,0.825,0.481,-12.658,0.0894,81.437,9.0,4.0,happy,,
London Thunder,London Thunder,Foals,4gkoh2vAD57fGEITzteaUh,2015-08-24,37.0,254426.0,0.489,0.6409999999999999,0.357,0.333,0.0838,0.0388,-9.745,0.0259,92.009,6.0,4.0,sad,,
Lonely Boy,What's Wrong with This Picture?,Andrew Gold,6wGMLoEqD2k3RBXFHD0yUp,1976,55.0,264893.0,0.588,0.0386,0.598,5.83e-05,0.107,0.866,-13.288,0.0296,123.724,9.0,4.0,happy,,
Long Way Down,Long Way Down (Deluxe),Tom Odell,1uVk6S6Fpkrmji0iTpgKEC,2013-06-24,59.0,149773.0,0.3670000000000001,0.972,0.121,0.0322,0.0871,0.0926,-13.778,0.0335,132.244,6.0,4.0,sad,,
Lorelei,Treasure,Cocteau Twins,1MwGbyzRmPXWABLIdW8tzG,1984-11-01,53.0,223573.0,0.387,0.000158,0.669,0.423,0.166,0.414,-11.187,0.0395,90.995,0.0,4.0,sad,,
Los Feliz,Los Feliz,Search For Atlantis,0efOqjQkOgWPEZTzAZSB6j,2019-05-27,49.0,166927.0,0.575,0.197,0.373,0.898,0.0753,0.123,-11.642,0.0279,74.975,11.0,4.0,calm,,
Losing You,Human,Aquilo,5aFSzu0b7ccAYjTkbTNTsQ,2014-12-08,50.0,205859.0,0.383,0.63,0.446,0.0,0.0946,0.213,-8.693,0.0382,77.399,0.0,4.0,sad,,
Lost,Lost,Annelie,7nC2EOpMnpDT2DkvniimSm,2020-06-05,64.0,161520.0,0.389,0.972,0.1,0.934,0.113,0.0676,-22.464,0.0358,133.839,10.0,4.0,calm,,
Lost Moon,I Can Feel the Night Around Me,Nightlands,5QlL4Rxjw3MQbx8Xvs75ts,2017-05-05,33.0,356125.0,0.448,0.328,0.591,0.708,0.111,0.303,-9.291,0.0327,145.482,0.0,4.0,sad,,
Love Is A Losing Game,Back To Black,Amy Winehouse,4IMBnBRqm9RALmLrRqfMor,2006-01-01,0.0,154160.0,0.48,0.317,0.561,0.0064099999999999,0.184,0.541,-5.874,0.027,164.791,0.0,4.0,sad,,
Lovely Day,Lean on Me: The Best of Bill Withers,Bill Withers,0ACACkoHUwgfgY5CxVIL4N,1994-08-09,67.0,255066.0,0.693,0.194,0.565,0.000175,0.0806,0.6920000000000001,-12.583,0.0345,97.937,9.0,4.0,happy,,
Lunar Eclipse,Lunar Eclipse,Marc Torch,0n2X57zaddr0ODIxUb64Sx,2020-05-22,50.0,156473.0,0.632,0.224,0.469,0.8540000000000001,0.0902,0.316,-10.513,0.0307,128.0,11.0,4.0,calm,,
"Ma mère l'oye, M.60 - For Piano Duet, M.60: 1. Pavane de la Belle au bois dormant",Jeux,Arthur Jussen,534nbCFk48DR1UQt2XlxSx,2013-01-01,29.0,82880.0,0.517,0.995,0.0145,0.884,0.0719,0.5489999999999999,-42.018,0.0615,62.122,0.0,4.0,calm,,
Mad About You,The Magnificent Tree,Hooverphonic,5drK2kTE2mrUdV33iHWyrx,2000,62.0,223733.0,0.465,0.00109,0.8440000000000001,0.399,0.0865,0.155,-4.352,0.0379,170.358,1.0,4.0,happy,,
Malibu,Malibu,Matthew Harvey,3RlwtjeKhemCfiPvwMFozS,2019-08-14,50.0,150405.0,0.435,0.977,0.154,0.85,0.0728,0.0799,-21.451,0.0367,148.1,6.0,4.0,calm,,
Marbles,The First Tindersticks Album,Tindersticks,4iVWQTuwKG4JKtGOjx6T9V,1993-10-11,40.0,269866.0,0.49,0.0934,0.521,0.862,0.266,0.148,-9.601,0.0295,107.778,2.0,4.0,sad,,
Me and Julio Down by the Schoolyard,Paul Simon,Paul Simon,6vxHp3CDNo0afgKGp2yi1E,1972-01-14,73.0,164813.0,0.626,0.237,0.816,1.8e-06,0.104,0.7979999999999999,-10.593,0.13,105.33,9.0,4.0,happy,,
Melancholé,Melancholé,Biba Dupont,3SdkYA8frHe3BMZsPVPrRq,2020-06-26,34.0,149647.0,0.369,0.996,0.0283,0.941,0.101,0.119,-25.76,0.0399,83.391,2.0,4.0,calm,,
Mercy - Live,Retrospective,Hilary Hahn,4BntWROKZB5E0Y0K3LoHSQ,2018-01-19,0.0,326146.0,0.211,0.916,0.0838,0.41,0.102,0.0404,-20.882,0.0398,90.249,10.0,4.0,calm,,
Message In A Bottle - Remastered 2003,Reggatta De Blanc (Remastered),The Police,3bN4tg6rnNPy9GCkGhym4T,1979-10-02,1.0,290280.0,0.5770000000000001,0.0338,0.8079999999999999,1.33e-05,0.221,0.8690000000000001,-7.04,0.039,151.00799999999995,1.0,4.0,happy,,
Mil Sonidos,Mil Sonidos,Reina del Mar,11oVQ68B4PnVQHIY6svpXg,2019-10-11,59.0,192000.0,0.221,0.958,0.183,0.821,0.102,0.057,-17.59,0.0362,117.321,6.0,4.0,calm,,
Mind-wanders,Journey to the unknown,Patrick Hamilton,4sYNRSlV9pGInYcbsC18Jz,2020-07-10,32.0,207500.0,0.312,0.959,0.0185,0.901,0.111,0.147,-25.607,0.0437,176.972,9.0,4.0,calm,,
Mindfulness,Mindfulness,Amoll,3EQPb4sdkNPCHb6AMyUTXj,2019-12-13,29.0,207554.0,0.6920000000000001,0.992,0.00643,0.847,0.0452,0.16,-34.388000000000005,0.0553,105.987,9.0,4.0,calm,,
Minus,Minus,Daniel Blumberg,5Z8onMr6EW2eNDamrDoWi5,2018-03-15,0.0,342493.0,0.244,0.501,0.254,0.0458,0.105,0.0909,-12.966,0.0296,81.04899999999998,7.0,4.0,sad,,
Miss You - Remastered,Some Girls (Deluxe Version),The Rolling Stones,5pTWpY8l7B1XcQnijEFGFj,1978-06-09,53.0,288666.0,0.795,0.443,0.71,0.0215,0.344,0.845,-4.746,0.0392,109.689,9.0,4.0,happy,,
Misty Mornings,Misty Mornings,Wilson Trouvé,5FXnCOAkMUAf4QIS56MRQL,2020-01-10,30.0,225700.0,0.522,0.981,0.0781,0.927,0.361,0.0796,-24.89,0.0424,107.038,10.0,4.0,calm,,
Momentum,Momentum,Monocle Twins,7Ln0DgKSrDG0ALbtNwGeml,2020-04-08,52.0,178741.0,0.636,0.8909999999999999,0.248,0.922,0.106,0.138,-17.313,0.0309,117.006,4.0,3.0,calm,,
Montana,Montana,Le Verne,1EyctTkkGJVS3UYTuy8YZM,2019-05-13,49.0,133645.0,0.435,0.913,0.0595,0.882,0.104,0.0898,-17.456,0.0435,115.929,2.0,4.0,calm,,
Monumental,Monumental,Antuigo,6CKu6K0xvozAgFlQq44Z56,2020-01-28,56.0,195057.0,0.491,0.916,0.217,0.962,0.177,0.0647,-6.805,0.0521,99.97,4.0,4.0,calm,,
Morning Shimmer,Morning Shimmer,Vochey,24PDuLZfLOKtAgh4axr36e,2020-05-13,49.0,218880.0,0.449,0.58,0.163,0.908,0.114,0.0501,-16.409000000000002,0.0361,125.088,11.0,4.0,calm,,
Moulain (Revisited 432hz),Moulain (Revisited 432hz),Steven Vrancken,0zNqfg3MpUGku4T6h2Pmab,2020-07-24,30.0,143000.0,0.424,0.972,0.3229999999999999,0.904,0.103,0.436,-27.586,0.0287,133.382,9.0,1.0,calm,,
Movies,Movies,Weyes Blood,4ZYFWXoHCIdsdgUdOMK9fr,2019-03-19,30.0,353732.0,0.0903,0.6459999999999999,0.362,0.402,0.106,0.0964,-8.929,0.0337,74.729,7.0,4.0,sad,,
Mr. Blue Sky,Out of the Blue,Electric Light Orchestra,2RlgNHKcydI9sayD2Df2xp,1977,82.0,303373.0,0.388,0.652,0.338,3.72e-06,0.248,0.477,-10.054,0.0328,177.78400000000005,10.0,4.0,happy,,
Mr. Jones,August And Everything After,Counting Crows,5DiXcVovI0FcY2s0icWWUu,1993-01-01,77.0,272293.0,0.578,0.183,0.8170000000000001,3.06e-06,0.285,0.726,-6.542000000000002,0.0363,141.621,0.0,4.0,happy,,
"Murder Song (5, 4, 3, 2, 1) - Acoustic",All My Demons Greeting Me As A Friend (Deluxe),AURORA,6MM22AtXB7I5gfTErMF0mJ,2016-03-11,55.0,218666.0,0.398,0.902,0.0887,1.76e-06,0.0873,0.356,-13.683,0.0334,74.797,9.0,4.0,sad,,
My Sharona,Get The Knack,The Knack,1HOMkjp0nHMaTnfAkslCQj,1979-01-01,74.0,295400.0,0.586,0.0589,0.7,0.00125,0.0318,0.897,-9.558,0.0363,147.245,0.0,4.0,happy,,
Mykki,LoveLaws,TT,1Lq9ieTRd9TtXXBh5y63E6,2018-05-18,25.0,250373.0,0.665,0.336,0.56,0.0857,0.327,0.414,-7.301,0.0667,98.015,7.0,4.0,sad,,
Nazareth,Nazareth,Matteo Myderwyk,2cRD4yq8e8wd6PxS0zhuW3,2019-10-17,22.0,146125.0,0.378,0.995,0.0181,0.8809999999999999,0.104,0.16,-31.001,0.0552,86.53299999999999,8.0,1.0,calm,,
Need You - Ed. & Gustav Munk Remix,Need You (Remixes),Faustix,4cLXtRF6cIFGcuid2OLyUU,2019-09-20,52.0,200880.0,0.6559999999999999,0.00352,0.723,0.0,0.345,0.412,-7.693,0.0366,125.005,7.0,4.0,happy,,
Never Letting Go,Never Letting Go,Audien,5llPdGZJjJFJv9aL6ZaiLY,2018-11-09,58.0,172519.0,0.534,0.0915,0.765,0.00107,0.225,0.117,-3.151,0.0338,127.978,1.0,4.0,happy,,
Never My Love,Voices In The Sky,Isobel Campbell,4zRkmGHVgGGnJMhemMXD6I,2020-08-07,37.0,206584.0,0.764,0.6659999999999999,0.245,0.787,0.0967,0.356,-16.201,0.0383,101.968,8.0,4.0,sad,,
Night,Night,Wilson Trouvé,7D04SRPxcqHXjoK0YFPuAq,2020-04-24,31.0,192941.0,0.428,0.995,0.00129,0.955,0.0913,0.13,-32.837,0.0753,67.645,0.0,5.0,calm,,
Night Moves,Night Moves,Bob Seger,6UBjSnyP1O5W5ndJoO9vUk,1976-10-22,71.0,324422.0,0.705,0.4320000000000001,0.743,0.0133,0.103,0.374,-6.631,0.042,118.552,1.0,4.0,happy,,
Night Surrender,Night Surrender,DeLange,0kox8HaEK0EfeWcNVTOKTy,2020-07-17,38.0,193653.0,0.211,0.993,0.00977,0.8909999999999999,0.0996,0.13,-25.787,0.0396,175.39700000000005,1.0,4.0,calm,,
Night on Earth,Night on Earth,Jerkcurb,2OAOS8qkuKu5Kd8TvA5BAA,2016-07-04,38.0,340768.0,0.268,0.0656,0.494,2.61e-05,0.123,0.136,-7.2189999999999985,0.0321,102.065,4.0,3.0,sad,,
No Time To Die,No Time To Die,Billie Eilish,73SpzrcaHk0RQPFP73vqVR,2020-02-13,82.0,242265.0,0.38,0.917,0.219,0.0104,0.0827,0.0517,-13.273,0.0358,73.53699999999998,4.0,4.0,sad,,
No Woman,Light Upon the Lake,Whitney,1CLmFKW99S8eJrebO3GB04,2016-06-03,66.0,237973.0,0.581,0.893,0.4,0.5760000000000001,0.161,0.433,-8.738999999999999,0.0291,112.331,2.0,4.0,sad,,
Nobody,Nobody,Mac DeMarco,46SWSNRB3oAAOu21Apj22z,2019-03-05,50.0,212460.0,0.877,0.7759999999999999,0.178,0.0193,0.107,0.442,-13.987,0.102,74.997,3.0,4.0,sad,,
North,Solo (1*),Ton Snijders,3AtuVA6OJB7ZxBbMfA5qYx,2020-08-07,26.0,126480.0,0.522,0.994,0.0155,0.927,0.0949,0.119,-28.022,0.0441,91.764,10.0,4.0,calm,,
North Captiva,North Captiva,Lundegard,32dZxkZtsF5Vt3PrJQuV2i,2020-06-12,48.0,194495.0,0.479,0.918,0.346,0.929,0.111,0.23,-17.916,0.0306,143.965,9.0,4.0,calm,,
Not Alone,Not Alone,Otto Knows,7tx0NDsCViutjOyd1c4A28,2016-11-25,44.0,215447.0,0.68,0.0053799999999999,0.721,0.000216,0.0679,0.267,-6.21,0.0355,122.0,7.0,4.0,happy,,
Oceans,Oceans - EP,Seafret,7Cia4WzapwjMr0NUQF8vf3,2015-01-21,61.0,216186.0,0.404,0.274,0.48,8.63e-06,0.132,0.2,-8.906,0.0303,129.162,9.0,3.0,sad,,
October Rain,Recollections Vol. 4,Various Artists,2jdeYpaoWR0VMIyKrgQMQE,2020-03-27,36.0,177077.0,0.187,0.992,0.014,0.923,0.0925,0.144,-29.31,0.0418,69.012,9.0,4.0,calm,,
Old Rain on a New Day,Celestial Siren,Cora Zea,5P8BZ67Vw2CUwAYi12yvYj,2020-03-13,54.0,225500.0,0.286,0.971,0.14,0.892,0.134,0.154,-16.496,0.0346,119.191,7.0,4.0,calm,,
Older Than I Am,Three. Two. One.,Lennon Stella,15VDHAMS4JCLziCjNkmQl1,2020-04-24,66.0,181533.0,0.44,0.8909999999999999,0.306,0.0,0.103,0.201,-8.947000000000003,0.0363,117.288,9.0,4.0,sad,,
On Another Ocean (January / June),On Another Ocean (January / June) [Edit],Fleet Foxes,2fgMzSoDaPrU4EYsrkAwVn,2017-09-29,0.0,263373.0,0.284,0.155,0.523,0.0934,0.0933,0.0697,-6.5120000000000005,0.0285,100.597,7.0,4.0,sad,,
On My Way (feat. Jordan Kaahn),On My Way (feat. Jordan Kaahn),Robbie Rivera,0kDTkI3VN3LEObv3v3ehhY,2018-07-20,48.0,218000.0,0.6609999999999999,0.0188,0.93,0.00146,0.0919,0.3670000000000001,-4.208,0.0617,122.052,7.0,4.0,happy,,
Only,Only,RY X,0yfd3MSq6JEsNxOzSLJR7g,2016-03-04,0.0,268455.0,0.373,0.906,0.178,0.5579999999999999,0.109,0.0933,-15.52,0.0303,108.605,7.0,4.0,sad,,
Only You,We Were Here,Joshua Radin,2ZaYFNn1YQuLSVdHhanr4Q,2006,55.0,149013.0,0.545,0.362,0.255,1.77e-05,0.0841,0.831,-14.844,0.0311,98.088,8.0,4.0,sad,,
Open Fields,Open Fields,Faelt,24CJS73HBvYtVguUZBnyAn,2020-06-30,39.0,183181.0,0.491,0.97,0.197,0.916,0.214,0.216,-19.261,0.0298,132.106,4.0,4.0,calm,,
Open Skies,Open Skies,Lost Horse Mine,5bATh5zpKb6uauocsl0XRM,2020-04-28,52.0,154863.0,0.56,0.00104,0.5589999999999999,0.812,0.123,0.0869,-7.807,0.0274,133.04399999999998,0.0,4.0,calm,,
Orbits,Orbits,Halfway Escape,6jFX2sHOzh7tpIIOomlrqJ,2020-07-07,33.0,204827.0,0.438,0.855,0.404,0.8809999999999999,0.11,0.4,-13.924,0.039,116.142,6.0,4.0,calm,,
Out of Control,Blind Spot,Lush,13i7d4s5EkgOIDHdzM0R4w,2017-09-30,0.0,262253.0,0.328,0.0041,0.799,6.29e-06,0.069,0.502,-5.992000000000001,0.0296,169.896,2.0,3.0,sad,,
Out of the Deep,Out Of The Deep,Olivia Belli,6HrPFcVFz9wTBqqIrpJ8iB,2020-03-13,45.0,193207.0,0.2,0.992,0.0212,0.903,0.0929,0.0631,-32.285,0.0499,74.852,0.0,1.0,calm,,
Outside,Outside,MorMor,7Cx3kiPstZOSKAqTe3LtEi,2019-03-21,51.0,238020.0,0.637,0.0925,0.613,0.425,0.156,0.598,-7.432,0.0272,127.006,1.0,4.0,sad,,
Pain,A Deeper Understanding,The War On Drugs,59P1nrdEImkAKa1nyW9X2e,2017-08-25,60.0,330760.0,0.523,0.00387,0.833,0.000339,0.0841,0.482,-4.374,0.0405,115.975,7.0,4.0,sad,,
Panoramic Feelings (Piano Version),Panoramic Feelings (Piano Version),LudoWic,3hxqWxFfmbIYcrV0e7wSyL,2019-10-25,33.0,230284.0,0.25,0.991,0.0084599999999999,0.8959999999999999,0.0853,0.0638,-24.34800000000001,0.0373,78.55199999999998,8.0,1.0,calm,,
Parabel,Parabel,Matteo Myderwyk,4IrzpCIP60bro2wkBq5dIi,2019-12-13,22.0,133000.0,0.354,0.976,0.0214,0.903,0.0957,0.148,-32.492,0.0388,112.008,6.0,4.0,calm,,
Paradise,Mylo Xyloto,Coldplay,6nek1Nin9q48AVZcWs9e9D,2011-10-24,80.0,278719.0,0.449,0.0522,0.585,8.49e-05,0.0833,0.203,-6.7620000000000005,0.0268,139.627,5.0,4.0,happy,,
Pass The Hours,Pass The Hours,MorMor,4EVpdoFt3L6sAa4hivmWz9,2018-12-07,54.0,223440.0,0.778,0.179,0.639,0.000934,0.322,0.5429999999999999,-5.985,0.0292,119.977,6.0,4.0,sad,,
Path to Serenity,Path to Serenity,Arya Shae,6FI69Qkt6C2yBTVLC8zq34,2020-03-28,54.0,214277.0,0.134,0.961,0.0601,0.8690000000000001,0.109,0.0388,-19.866,0.0352,73.855,7.0,1.0,calm,,
People Help the People,Birdy (Deluxe Version),Birdy,6XRNCAnxJIB1p4RPdFVSq0,2011-11-04,58.0,256236.0,0.407,0.778,0.308,1.46e-05,0.092,0.153,-9.001,0.0296,73.25399999999998,10.0,3.0,sad,,
Petrichor,Petrichor,Cecelya,22KKy6ftT0i4nyGNCbwc1B,2019-01-29,54.0,118321.0,0.319,0.937,0.122,0.905,0.1669999999999999,0.214,-16.69,0.0373,70.263,4.0,4.0,calm,,
"Piano Sonata No. 14 In C Sharp Minor, Op. 27-2 1st Mvt: Adagio Sostenuto",Beethoven Piano Sonatas,Ludwig van Beethoven,4QNjuUkLHj47tEXgA6TFc3,2010-01-01,30.0,372173.0,0.274,0.995,0.00332,0.909,0.175,0.17,-41.45,0.0424,67.765,1.0,1.0,calm,,
Pierre,Virgule,Hicham Chahidi,1qlVrqeX158nz91Z72lzaa,2018,35.0,182000.0,0.356,0.989,0.0499,0.943,0.135,0.153,-24.949,0.0407,67.11,11.0,4.0,calm,,
Pink Rupture,Pink Rupture,Kornum & Karma,3L47u91Y7YIGPpLPBrulh0,2018-04-27,51.0,348907.0,0.736,0.00178,0.356,0.7040000000000001,0.0925,0.525,-8.676,0.0405,118.002,4.0,4.0,happy,,
Placidity,Placidity,Estado De Calma,1XtkmIXg2o5SqOrNI8Szvk,2019-08-19,50.0,165268.0,0.261,0.474,0.25,0.893,0.0882,0.0827,-18.526,0.0339,153.045,7.0,4.0,calm,,
Planet,PLANET,Sofiane Pamart,1gIZhNdfbkGJ2iyOZJmW9O,2019-11-22,0.0,151400.0,0.5489999999999999,0.988,0.0604,0.8690000000000001,0.111,0.113,-23.059,0.0332,113.98,6.0,3.0,calm,,
Play The Ghost,Play The Ghost,Sarah Davachi,0nL2bTth1UVQHWDDumMm3f,2020-08-06,31.0,301291.0,0.118,0.911,0.0567,0.879,0.106,0.0391,-19.274,0.0427,83.721,11.0,4.0,sad,,
Pour Les Oiseaux,Des Plumes Dans La Tête,Sylvain Chauveau,4NFa9tjhONF6lnu4SRbfG9,2010-02-21,0.0,76773.0,0.376,0.965,0.0879,0.944,0.099,0.308,-19.815,0.0423,70.433,0.0,4.0,calm,,
Prelude,Prelude,Marynka,1QmdL4qnNkm8FDuseRMf21,2020-05-22,30.0,223500.0,0.306,0.996,0.0846,0.901,0.0909,0.118,-27.607,0.0535,164.732,1.0,4.0,calm,,
Prelude 6 - Pt. 1,Voices,Max Richter,2R7BzSG2pPB99uJbU3lLmK,2020-07-31,55.0,161266.0,0.134,0.992,0.0407,0.794,0.117,0.043,-31.537,0.0426,217.95,10.0,4.0,calm,,
Prelude in F,Prelude in F,Alexander Motovilov,6CaQoqHFR0naK53v3jNGUT,2020-08-07,19.0,109000.0,0.461,0.968,0.272,0.946,0.113,0.5329999999999999,-24.315,0.0363,122.731,8.0,3.0,calm,,
Presence,Presence,Van Stiles,02QoKc20zzH9A8mf25NfPq,2019-09-20,49.0,125500.0,0.616,0.966,0.292,0.927,0.0955,0.0633,-16.837,0.0423,127.008,2.0,1.0,calm,,
Pumped Up Kicks,Torches,Foster The People,7w87IxuO7BDcJ3YUqCyMTT,2011-05-23,84.0,239600.0,0.733,0.145,0.71,0.115,0.0956,0.965,-5.849,0.0292,127.975,5.0,4.0,happy,,
Quick Canal (W/ Laetita Sadier),Logos,Atlas Sound,2mJhNvt2dDCfcNn8IZg6sF,2009-10-19,42.0,518373.0,0.299,0.1689999999999999,0.541,0.795,0.132,0.191,-10.640999999999998,0.0513,142.724,7.0,4.0,sad,,
Quiet Room,Music For Mindfulness,Various Artists,5uTfZTuLLGbq1qFYwzg7jX,2017-10-20,0.0,156413.0,0.374,0.995,0.068,0.934,0.119,0.241,-21.842,0.0517,66.01,11.0,4.0,calm,,
"Quiet, The Winter Harbor",Still EP,Mazzy Star,1OArWxrw689jZXaJzSErbh,2018-06-01,37.0,255358.0,0.321,0.973,0.0792,0.104,0.0888,0.106,-17.737000000000005,0.0329,145.293,5.0,3.0,sad,,
Raven's Feather - Piano Solo,Raven's Feather (Piano Solo),Nina June,7sBlA4bK7gpf2H42K6Y0H3,2019-12-20,34.0,256259.0,0.594,0.988,0.0624,0.928,0.109,0.0738,-19.409,0.0472,123.999,10.0,4.0,calm,,
Rayons de soleil,Rayons de soleil,Marlies du Mosch,13SBuUaDElB4vowkW6nQxk,2020-08-07,18.0,245200.0,0.315,0.987,0.102,0.954,0.104,0.1689999999999999,-22.435,0.0423,63.679,11.0,5.0,calm,,
Reality,Reality EP,Chocolate Puma,3sqyZAk7dUY3U4ApoJcRzJ,2018-10-22,42.0,213750.0,0.6509999999999999,0.000934,0.836,0.932,0.112,0.0741,-6.154,0.0588,127.986,6.0,4.0,happy,,
Rebuscano,Rebuscano,Olivia Belli,55VX26X342cWBM7akigws7,2020-06-26,37.0,173319.0,0.416,0.99,0.0322,0.929,0.101,0.0614,-29.145,0.0451,120.321,2.0,4.0,calm,,
Recording 15,Living Water,Shannon Lay,1vNfYCzcCJz0FY7MVVA9lM,2017-09-22,60.0,242000.0,0.552,0.956,0.126,0.0153,0.109,0.439,-18.014,0.0306,92.441,11.0,4.0,sad,,
Remains,Remains,Dries Beheydt,288oxP29Qe5FikFIc1b1Gd,2020-04-25,32.0,228622.0,0.157,0.991,0.0755,0.897,0.184,0.119,-23.545,0.051,71.23,7.0,4.0,calm,,
Renee's Song,Renee's Song,Bazzi,13iMiwdY7pgE1f7NwYKr1D,2020-04-01,73.0,130545.0,0.593,0.794,0.229,0.0,0.1669999999999999,0.42,-8.888,0.0307,117.823,9.0,4.0,sad,,
Retrospectacular,Retrospectacular,Domaine Blanc,58Z8R4KZPbfTc6KVYZLwTb,2020-06-01,50.0,200000.0,0.368,0.81,0.293,0.8640000000000001,0.11,0.197,-16.379,0.0346,119.977,9.0,4.0,calm,,
Revitalize,Unification,Yonder Dale,1sPC2IR2UwzYUrItFRE1H3,2020-05-22,34.0,198545.0,0.597,0.95,0.327,0.96,0.0966,0.0399,-15.743,0.0342,109.99,9.0,4.0,calm,,
River,Bones,St Woods,2mXnsGgq0K4qfcYmw0rccK,2020-05-08,42.0,276960.0,0.304,0.73,0.317,0.00519,0.118,0.0596,-10.52,0.0285,147.83,11.0,4.0,sad,,
Riverside,Philharmonics,Agnes Obel,1UmFRZU3taMGZApPhK32mc,2010-10-04,3.0,228546.0,0.648,0.985,0.177,0.000353,0.134,0.236,-13.474,0.0311,99.101,9.0,3.0,sad,,
"Rocket Man (I Think It's Going To Be A Long, Long Time)",Honky Chateau,Elton John,3gdewACMIVMEWVbyb8O9sY,1972-05-19,82.0,281613.0,0.601,0.4320000000000001,0.532,6.25e-06,0.0925,0.341,-9.119,0.0286,136.571,10.0,4.0,happy,,
Romance,Ex:Re,Ex:Re,7Ky78y9gxAKlujRin3vzZf,2018-11-30,0.0,403469.0,0.716,0.884,0.644,0.617,0.138,0.464,-12.444,0.0718,121.053,9.0,4.0,sad,,
Roses,Speakerboxxx/The Love Below,OutKast,6bUNEbXT7HovLW6BgPCBsb,2003,72.0,369573.0,0.7509999999999999,0.0481,0.708,1.83e-05,0.107,0.509,-5.645,0.0545,108.97,0.0,4.0,happy,,
Rylan,I Am Easy to Find,The National,18IyalmZGqUTwvZStMf7A1,2019-05-17,56.0,223853.0,0.609,0.403,0.789,0.0811,0.0446,0.7170000000000001,-5.565,0.0468,144.047,11.0,4.0,sad,,
Sad Corny Fuck,Hold It Together,JP Saxe,5YlHgqWo3Kt2mF88ubmR62,2020-02-07,55.0,220520.0,0.604,0.835,0.179,0.0,0.162,0.391,-15.383,0.0339,124.982,2.0,3.0,sad,,
Sadness,Red Moon,Marynka,2aoxz8c3bHyDrZBhTKnTXh,2020-06-26,33.0,453804.0,0.35,0.991,0.0706,0.931,0.1,0.0877,-24.271,0.0441,102.507,5.0,4.0,calm,,
Samson,Begin to Hope (Special Edition),Regina Spektor,2bbhyUWJ5VjdfI3P4PRLu2,2006-06-13,51.0,189335.0,0.49,0.862,0.193,9.74e-06,0.113,0.184,-9.544,0.0421,89.154,11.0,4.0,sad,,
Saving Daylight,Saving Daylight,Harvest Silence,0rDXZpaDpGMbT8ON1DxEtT,2020-05-01,52.0,206820.0,0.526,0.456,0.385,0.922,0.0935,0.212,-13.755,0.0296,120.008,0.0,4.0,calm,,
Schloss,Schloss,Elmau Dunkel,07EmFV0AOKNsbtNonzmMJj,2019-05-24,51.0,222093.0,0.438,0.968,0.073,0.755,0.0935,0.0668,-21.94400000000001,0.0411,79.973,1.0,4.0,calm,,
Send It,Send It,Steve Aoki,2GXOmuU3kApsq2TWqOU5Bm,2019-10-04,60.0,182671.0,0.6459999999999999,0.0199,0.979,0.7759999999999999,0.38,0.091,-5.312,0.101,124.066,4.0,4.0,happy,,
Send Me on My Way,Music From Party of Five,Various Artists,6hs3SDnbO3f6VQuPO4KBEb,1996-11-12,73.0,263333.0,0.5,0.114,0.6809999999999999,4.01e-05,0.139,0.745,-9.556,0.0672,119.46,0.0,4.0,happy,,
